Area_territoriale,Regione,Prov,Comune_ISTAT,Comune_cat,Sez,Comune_amm,Comune_descrizione,Fascia,Zona,LinkZona,Cod_Tip,Descr_Tipologia,Stato,Stato_prev,Compr_min,Compr_max,Sup_NL_compr,Loc_min,Loc_max,Sup_NL_loc,semestre,city,compr_medio,loc_medio
NORD-OVEST,LOMBARDIA,MI,3015175,C1NF, ,G686,PIOLTELLO,D,D4,MI00005304,20,Abitazioni civili,NORMALE,P,2200,2600,L,7.8,9.7,L,2023_1,Milano,2400.0,8.75
NORD-OVEST,LOMBARDIA,MI,3015175,C1NF, ,G686,PIOLTELLO,D,D4,MI00005304,20,Abitazioni civili,OTTIMO, ,2650,3800,L,9.8,12.5,L,2023_1,Milano,3225.0,11.15
NORD-OVEST,LOMBARDIA,MI,3015176,C1NH, ,G772,POGLIANO MILANESE,B,B1,MI00004684,20,Abitazioni civili,NORMALE,P,1100,1350,L,4.3,5.9,L,2023_1,Milano,1225.0,5.1
NORD-OVEST,LOMBARDIA,MI,3015176,C1NH, ,G772,POGLIANO MILANESE,B,B1,MI00004684,20,Abitazioni civili,OTTIMO, ,1400,1900,L,6.0,8.0,L,2023_1,Milano,1650.0,7.0
NORD-OVEST,LOMBARDIA,MI,3015176,C1NH, ,G772,POGLIANO MILANESE,D,D1,MI00004490,20,Abitazioni civili,OTTIMO, ,1350,1800,L,5.6,7.8,L,2023_1,Milano,1575.0,6.699999999999999
NORD-OVEST,LOMBARDIA,MI,3015176,C1NH, ,G772,POGLIANO MILANESE,D,D1,MI00004490,20,Abitazioni civili,NORMALE,P,1000,1350,L,3.5,5.5,L,2023_1,Milano,1175.0,4.5
NORD-OVEST,LOMBARDIA,MI,3015177,C1NK, ,G955,POZZO D`ADDA,B,B1,MI00004685,20,Abitazioni civili,OTTIMO, ,1650,2100,L,6.1,7.5,L,2023_1,Milano,1875.0,6.8
NORD-OVEST,LOMBARDIA,MI,3015177,C1NK, ,G955,POZZO D`ADDA,B,B1,MI00004685,20,Abitazioni civili,NORMALE,P,1250,1600,L,4.5,6.0,L,2023_1,Milano,1425.0,5.25
NORD-OVEST,LOMBARDIA,MI,3015177,C1NK, ,G955,POZZO D`ADDA,E,E1,MI00005165,20,Abitazioni civili,OTTIMO, ,1450,1800,L,5.1,7.0,L,2023_1,Milano,1625.0,6.05
NORD-OVEST,LOMBARDIA,MI,3015177,C1NK, ,G955,POZZO D`ADDA,E,E1,MI00005165,20,Abitazioni civili,NORMALE,P,1100,1400,L,3.5,5.0,L,2023_1,Milano,1250.0,4.25
NORD-OVEST,LOMBARDIA,MI,3015178,C1NL, ,G965,POZZUOLO MARTESANA,B,B1,MI00004686,20,Abitazioni civili,OTTIMO,P,1600,2050,L,6.1,7.5,L,2023_1,Milano,1825.0,6.8
NORD-OVEST,LOMBARDIA,MI,3015178,C1NL, ,G965,POZZUOLO MARTESANA,B,B1,MI00004686,20,Abitazioni civili,NORMALE, ,1250,1600,L,4.5,5.9,L,2023_1,Milano,1425.0,5.2
NORD-OVEST,LOMBARDIA,MI,3015178,C1NL, ,G965,POZZUOLO MARTESANA,E,E1,MI00005269,20,Abitazioni civili,OTTIMO,P,1550,1800,L,5.8,7.5,L,2023_1,Milano,1675.0,6.65
NORD-OVEST,LOMBARDIA,MI,3015178,C1NL, ,G965,POZZUOLO MARTESANA,E,E1,MI00005269,20,Abitazioni civili,NORMALE, ,1200,1500,L,4.7,5.7,L,2023_1,Milano,1350.0,5.2
NORD-OVEST,LOMBARDIA,MI,3015179,C1NN, ,H026,PREGNANA MILANESE,B,B1,MI00004687,20,Abitazioni civili,NORMALE,P,1050,1500,L,4.6,6.1,L,2023_1,Milano,1275.0,5.35
NORD-OVEST,LOMBARDIA,MI,3015179,C1NN, ,H026,PREGNANA MILANESE,B,B1,MI00004687,20,Abitazioni civili,OTTIMO, ,1550,2050,L,6.2,8.2,L,2023_1,Milano,1800.0,7.199999999999999
NORD-OVEST,LOMBARDIA,MI,3015179,C1NN, ,H026,PREGNANA MILANESE,D,D1,MI00004466,20,Abitazioni civili,NORMALE,P,1100,1500,L,4.0,5.8,L,2023_1,Milano,1300.0,4.9
NORD-OVEST,LOMBARDIA,MI,3015179,C1NN, ,H026,PREGNANA MILANESE,D,D1,MI00004466,20,Abitazioni civili,OTTIMO, ,1550,2150,L,5.9,8.0,L,2023_1,Milano,1850.0,6.95
NORD-OVEST,LOMBARDIA,MI,3015180,C1NY, ,H233,RENATE,B,B1,MI00004458,20,Abitazioni civili,NORMALE,P,800,1300,L,3.5,5.7,L,2023_1,Milano,1050.0,4.6
NORD-OVEST,LOMBARDIA,MI,3015180,C1NY, ,H233,RENATE,B,B1,MI00004458,20,Abitazioni civili,OTTIMO, ,1350,1800,L,5.8,7.5,L,2023_1,Milano,1575.0,6.65
NORD-OVEST,LOMBARDIA,MI,3015181,C1PB, ,H240,RESCALDINA,B,B1,MI00004688,20,Abitazioni civili,NORMALE,P,1150,1450,L,4.4,6.0,L,2023_1,Milano,1300.0,5.2
NORD-OVEST,LOMBARDIA,MI,3015181,C1PB, ,H240,RESCALDINA,B,B1,MI00004688,20,Abitazioni civili,OTTIMO, ,1500,2000,L,6.1,8.2,L,2023_1,Milano,1750.0,7.1499999999999995
NORD-OVEST,LOMBARDIA,MI,3015181,C1PB, ,H240,RESCALDINA,D,D1,MI00004689,20,Abitazioni civili,NORMALE,P,950,1450,L,3.9,5.5,L,2023_1,Milano,1200.0,4.7
NORD-OVEST,LOMBARDIA,MI,3015181,C1PB, ,H240,RESCALDINA,D,D1,MI00004689,20,Abitazioni civili,OTTIMO, ,1500,2000,L,5.6,8.0,L,2023_1,Milano,1750.0,6.8
NORD-OVEST,LOMBARDIA,MI,3015182,C1PC, ,H264,RHO,B,B1,MI00004690,20,Abitazioni civili,OTTIMO, ,2300,2800,L,8.6,10.5,L,2023_1,Milano,2550.0,9.55
NORD-OVEST,LOMBARDIA,MI,3015182,C1PC, ,H264,RHO,B,B1,MI00004690,20,Abitazioni civili,NORMALE,P,1700,2250,L,6.3,8.5,L,2023_1,Milano,1975.0,7.4
NORD-OVEST,LOMBARDIA,MI,3015182,C1PC, ,H264,RHO,D,D1,MI00002743,20,Abitazioni civili,OTTIMO, ,1850,2300,L,7.7,9.2,L,2023_1,Milano,2075.0,8.45
NORD-OVEST,LOMBARDIA,MI,3015182,C1PC, ,H264,RHO,D,D1,MI00002743,20,Abitazioni civili,NORMALE,P,1500,1800,L,6.0,7.6,L,2023_1,Milano,1650.0,6.8
NORD-OVEST,LOMBARDIA,MI,3015183,C1PG, ,H371,ROBECCHETTO CON INDUNO,B,B1,MI00004691,20,Abitazioni civili,NORMALE,P,800,1150,L,2.6,4.2,L,2023_1,Milano,975.0,3.4000000000000004
NORD-OVEST,LOMBARDIA,MI,3015183,C1PG, ,H371,ROBECCHETTO CON INDUNO,B,B1,MI00004691,20,Abitazioni civili,OTTIMO, ,1200,1500,L,4.3,6.0,L,2023_1,Milano,1350.0,5.15
NORD-OVEST,LOMBARDIA,MI,3015184,C1PH, ,H373,ROBECCO SUL NAVIGLIO,B,B1,MI00004692,20,Abitazioni civili,OTTIMO, ,1350,1800,L,5.4,7.5,L,2023_1,Milano,1575.0,6.45
NORD-OVEST,LOMBARDIA,MI,3015184,C1PH, ,H373,ROBECCO SUL NAVIGLIO,B,B1,MI00004692,20,Abitazioni civili,NORMALE,P,900,1300,L,3.5,5.3,L,2023_1,Milano,1100.0,4.4
NORD-OVEST,LOMBARDIA,MI,3015184,C1PH, ,H373,ROBECCO SUL NAVIGLIO,E,E1,MI00005271,20,Abitazioni civili,NORMALE,P,800,1000,L,2.8,4.0,L,2023_1,Milano,900.0,3.4
NORD-OVEST,LOMBARDIA,MI,3015184,C1PH, ,H373,ROBECCO SUL NAVIGLIO,E,E1,MI00005271,20,Abitazioni civili,OTTIMO, ,1150,1550,L,4.1,6.0,L,2023_1,Milano,1350.0,5.05
NORD-OVEST,LOMBARDIA,MI,3015184,C1PH, ,H373,ROBECCO SUL NAVIGLIO,E,E2,MI00005272,20,Abitazioni civili,NORMALE,P,850,1200,L,2.8,4.0,L,2023_1,Milano,1025.0,3.4
NORD-OVEST,LOMBARDIA,MI,3015184,C1PH, ,H373,ROBECCO SUL NAVIGLIO,E,E2,MI00005272,20,Abitazioni civili,OTTIMO, ,1250,1650,L,4.1,5.8,L,2023_1,Milano,1450.0,4.949999999999999
NORD-OVEST,LOMBARDIA,MI,3015185,C1PJ, ,H470,RODANO,B,B1,MI00004693,20,Abitazioni civili,OTTIMO, ,1700,2400,L,6.1,8.0,L,2023_1,Milano,2050.0,7.05
NORD-OVEST,LOMBARDIA,MI,3015185,C1PJ, ,H470,RODANO,B,B1,MI00004693,20,Abitazioni civili,NORMALE,P,1350,1650,L,4.2,6.0,L,2023_1,Milano,1500.0,5.1
NORD-OVEST,LOMBARDIA,MI,3015185,C1PJ, ,H470,RODANO,E,E1,MI00005270,20,Abitazioni civili,OTTIMO, ,1300,1600,L,5.0,6.3,L,2023_1,Milano,1450.0,5.65
NORD-OVEST,LOMBARDIA,MI,3015185,C1PJ, ,H470,RODANO,E,E1,MI00005270,20,Abitazioni civili,NORMALE,P,1000,1250,L,3.5,4.9,L,2023_1,Milano,1125.0,4.2
NORD-OVEST,LOMBARDIA,MI,3015186,C1PK, ,H529,RONCELLO,B,B1,MI00004694,20,Abitazioni civili,OTTIMO, ,1550,2000,L,5.5,7.3,L,2023_1,Milano,1775.0,6.4
NORD-OVEST,LOMBARDIA,MI,3015186,C1PK, ,H529,RONCELLO,B,B1,MI00004694,20,Abitazioni civili,NORMALE,P,1150,1500,L,4.0,5.4,L,2023_1,Milano,1325.0,4.7
NORD-OVEST,LOMBARDIA,MI,3015187,C1PM, ,H537,RONCO BRIANTINO,B,B1,MI00004459,20,Abitazioni civili,OTTIMO, ,1550,1800,L,6.1,7.2,L,2023_1,Milano,1675.0,6.65
NORD-OVEST,LOMBARDIA,MI,3015187,C1PM, ,H537,RONCO BRIANTINO,B,B1,MI00004459,20,Abitazioni civili,NORMALE,P,1250,1500,L,4.5,6.0,L,2023_1,Milano,1375.0,5.25
NORD-OVEST,LOMBARDIA,MI,3015188,C1PN, ,H560,ROSATE,B,B1,MI00004695,20,Abitazioni civili,NORMALE,P,1150,1550,L,4.3,6.0,L,2023_1,Milano,1350.0,5.15
NORD-OVEST,LOMBARDIA,MI,3015188,C1PN, ,H560,ROSATE,B,B1,MI00004695,20,Abitazioni civili,OTTIMO, ,1600,2050,L,6.1,8.3,L,2023_1,Milano,1825.0,7.2
NORD-OVEST,LOMBARDIA,MI,3015189,C1PR, ,H623,ROZZANO,B,B1,MI00002762,20,Abitazioni civili,OTTIMO, ,2350,2450,L,7.9,9.5,L,2023_1,Milano,2400.0,8.7
NORD-OVEST,LOMBARDIA,MI,3015189,C1PR, ,H623,ROZZANO,B,B1,MI00002762,20,Abitazioni civili,NORMALE,P,1650,2300,L,6.0,7.8,L,2023_1,Milano,1975.0,6.9
NORD-OVEST,LOMBARDIA,MI,3015189,C1PR, ,H623,ROZZANO,D,D1,MI00002784,20,Abitazioni civili,OTTIMO, ,2250,2700,L,8.1,10.0,L,2023_1,Milano,2475.0,9.05
NORD-OVEST,LOMBARDIA,MI,3015189,C1PR, ,H623,ROZZANO,D,D1,MI00002784,20,Abitazioni civili,NORMALE,P,1700,2200,L,6.0,8.0,L,2023_1,Milano,1950.0,7.0
NORD-OVEST,LOMBARDIA,MI,3015191,C1PU, ,H803,SAN COLOMBANO AL LAMBRO,B,B1,MI00004696,20,Abitazioni civili,NORMALE,P,800,1100,L,3.5,5.0,L,2023_1,Milano,950.0,4.25
NORD-OVEST,LOMBARDIA,MI,3015191,C1PU, ,H803,SAN COLOMBANO AL LAMBRO,B,B1,MI00004696,20,Abitazioni civili,OTTIMO, ,1100,1550,L,5.1,7.2,L,2023_1,Milano,1325.0,6.15
NORD-OVEST,LOMBARDIA,MI,3015192,C1PW, ,H827,SAN DONATO MILANESE,B,B1,MI00004697,20,Abitazioni civili,NORMALE,P,1550,2900,L,5.5,10.0,L,2023_1,Milano,2225.0,7.75
NORD-OVEST,LOMBARDIA,MI,3015192,C1PW, ,H827,SAN DONATO MILANESE,B,B1,MI00004697,20,Abitazioni civili,OTTIMO, ,2950,3700,L,10.1,13.0,L,2023_1,Milano,3325.0,11.55
NORD-OVEST,LOMBARDIA,MI,3015192,C1PW, ,H827,SAN DONATO MILANESE,D,D2,MI00002749,20,Abitazioni civili,OTTIMO, ,2350,2950,L,7.8,10.5,L,2023_1,Milano,2650.0,9.15
NORD-OVEST,LOMBARDIA,MI,3015192,C1PW, ,H827,SAN DONATO MILANESE,D,D2,MI00002749,20,Abitazioni civili,NORMALE,P,1700,2300,L,5.8,7.7,L,2023_1,Milano,2000.0,6.75
NORD-OVEST,LOMBARDIA,MI,3015194,C1PY, ,H884,SAN GIORGIO SU LEGNANO,B,B1,MI00004524,20,Abitazioni civili,NORMALE,P,1150,1550,L,4.0,5.9,L,2023_1,Milano,1350.0,4.95
NORD-OVEST,LOMBARDIA,MI,3015194,C1PY, ,H884,SAN GIORGIO SU LEGNANO,B,B1,MI00004524,20,Abitazioni civili,OTTIMO, ,1600,2000,L,6.0,8.0,L,2023_1,Milano,1800.0,7.0
NORD-OVEST,LOMBARDIA,MI,3015194,C1PY, ,H884,SAN GIORGIO SU LEGNANO,D,D1,MI00004494,20,Abitazioni civili,NORMALE,P,1000,1200,L,3.0,3.9,L,2023_1,Milano,1100.0,3.45
NORD-OVEST,LOMBARDIA,MI,3015194,C1PY, ,H884,SAN GIORGIO SU LEGNANO,D,D1,MI00004494,20,Abitazioni civili,OTTIMO, ,1250,1700,L,4.0,6.3,L,2023_1,Milano,1475.0,5.15
NORD-OVEST,LOMBARDIA,MI,3015195,C1QA, ,H930,SAN GIULIANO MILANESE,B,B1,MI00004547,20,Abitazioni civili,OTTIMO, ,2550,3100,L,8.5,10.5,L,2023_1,Milano,2825.0,9.5
NORD-OVEST,LOMBARDIA,MI,3015195,C1QA, ,H930,SAN GIULIANO MILANESE,B,B1,MI00004547,20,Abitazioni civili,NORMALE,P,1700,2500,L,6.0,8.4,L,2023_1,Milano,2100.0,7.2
NORD-OVEST,LOMBARDIA,MI,3015195,C1QA, ,H930,SAN GIULIANO MILANESE,E,E1,MI00004584,20,Abitazioni civili,OTTIMO, ,2150,2650,L,7.1,9.2,L,2023_1,Milano,2400.0,8.149999999999999
NORD-OVEST,LOMBARDIA,MI,3015195,C1QA, ,H930,SAN GIULIANO MILANESE,E,E1,MI00004584,20,Abitazioni civili,NORMALE,P,1400,2100,L,4.7,7.0,L,2023_1,Milano,1750.0,5.85
NORD-OVEST,LOMBARDIA,MI,3015200,C1QM, ,I361,SANTO STEFANO TICINO,B,B1,MI00004699,20,Abitazioni civili,NORMALE,P,1150,1550,L,4.3,6.1,L,2023_1,Milano,1350.0,5.199999999999999
NORD-OVEST,LOMBARDIA,MI,3015200,C1QM, ,I361,SANTO STEFANO TICINO,B,B1,MI00004699,20,Abitazioni civili,OTTIMO, ,1550,2050,L,6.2,8.0,L,2023_1,Milano,1800.0,7.1
NORD-OVEST,LOMBARDIA,MI,3015201,C1QQ, ,I409,SAN VITTORE OLONA,B,B1,MI00004698,20,Abitazioni civili,NORMALE,P,1200,1550,L,5.0,6.3,L,2023_1,Milano,1375.0,5.65
NORD-OVEST,LOMBARDIA,MI,3015201,C1QQ, ,I409,SAN VITTORE OLONA,B,B1,MI00004698,20,Abitazioni civili,OTTIMO, ,1600,2000,L,6.4,8.3,L,2023_1,Milano,1800.0,7.3500000000000005
NORD-OVEST,LOMBARDIA,MI,3015202,C1QR, ,I415,SAN ZENONE AL LAMBRO,B,B1,MI00004700,20,Abitazioni civili,NORMALE,P,1200,1500,L,4.1,5.7,L,2023_1,Milano,1350.0,4.9
NORD-OVEST,LOMBARDIA,MI,3015202,C1QR, ,I415,SAN ZENONE AL LAMBRO,B,B1,MI00004700,20,Abitazioni civili,OTTIMO, ,1550,1900,L,5.8,7.5,L,2023_1,Milano,1725.0,6.65
NORD-OVEST,LOMBARDIA,MI,3015202,C1QR, ,I415,SAN ZENONE AL LAMBRO,R,R1,MI00005204,20,Abitazioni civili,NORMALE,P,1000,1200,L,2.8,3.4,L,2023_1,Milano,1100.0,3.0999999999999996
NORD-OVEST,LOMBARDIA,MI,3015202,C1QR, ,I415,SAN ZENONE AL LAMBRO,R,R1,MI00005204,20,Abitazioni civili,OTTIMO, ,1200,1700,L,3.5,4.7,L,2023_1,Milano,1450.0,4.1
NORD-OVEST,LOMBARDIA,MI,3015204,C1QT, ,I566,SEDRIANO,B,B1,MI00004701,20,Abitazioni civili,NORMALE,P,1100,1600,L,4.4,6.2,L,2023_1,Milano,1350.0,5.300000000000001
NORD-OVEST,LOMBARDIA,MI,3015204,C1QT, ,I566,SEDRIANO,B,B1,MI00004701,20,Abitazioni civili,OTTIMO, ,1650,2350,L,6.3,9.1,L,2023_1,Milano,2000.0,7.699999999999999
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,B,B1,MI00003261,20,Abitazioni civili,OTTIMO, ,3100,3800,L,10.3,12.6,L,2023_1,Milano,3450.0,11.45
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,B,B1,MI00003261,20,Abitazioni civili,NORMALE,P,2100,3000,L,7.0,10.2,L,2023_1,Milano,2550.0,8.6
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,C,C1,MI00002913,20,Abitazioni civili,OTTIMO, ,2800,3200,L,9.3,11.0,L,2023_1,Milano,3000.0,10.15
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,C,C1,MI00002913,20,Abitazioni civili,NORMALE,P,1900,2750,L,6.3,9.2,L,2023_1,Milano,2325.0,7.75
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,D,D1,MI00002925,20,Abitazioni civili,OTTIMO, ,2000,2600,L,7.1,9.7,L,2023_1,Milano,2300.0,8.399999999999999
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,D,D1,MI00002925,20,Abitazioni civili,NORMALE,P,1400,1950,L,4.9,7.0,L,2023_1,Milano,1675.0,5.95
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,E,E1,MI00005090,20,Abitazioni civili,OTTIMO, ,3800,4400,L,12.8,14.9,L,2023_1,Milano,4100.0,13.850000000000001
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,E,E1,MI00005090,20,Abitazioni civili,NORMALE,P,2600,3800,L,9.0,12.7,L,2023_1,Milano,3200.0,10.85
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,E,E2,MI00005089,20,Abitazioni civili,NORMALE,P,2200,3000,L,7.5,10.3,L,2023_1,Milano,2600.0,8.9
NORD-OVEST,LOMBARDIA,MI,3015205,C1QU, ,I577,SEGRATE,E,E2,MI00005089,20,Abitazioni civili,OTTIMO, ,3100,3700,L,10.4,12.4,L,2023_1,Milano,3400.0,11.4
NORD-OVEST,LOMBARDIA,MI,3015206,C1QW, ,I602,SENAGO,B,B1,MI00004702,20,Abitazioni civili,NORMALE,P,1150,1700,L,4.6,6.2,L,2023_1,Milano,1425.0,5.4
NORD-OVEST,LOMBARDIA,MI,3015206,C1QW, ,I602,SENAGO,B,B1,MI00004702,20,Abitazioni civili,OTTIMO, ,1750,2300,L,6.3,8.8,L,2023_1,Milano,2025.0,7.550000000000001
NORD-OVEST,LOMBARDIA,MI,3015206,C1QW, ,I602,SENAGO,D,D1,MI00004703,20,Abitazioni civili,NORMALE,P,1100,1650,L,4.0,6.3,L,2023_1,Milano,1375.0,5.15
NORD-OVEST,LOMBARDIA,MI,3015206,C1QW, ,I602,SENAGO,D,D1,MI00004703,20,Abitazioni civili,OTTIMO, ,1700,2300,L,6.4,8.8,L,2023_1,Milano,2000.0,7.6000000000000005
NORD-OVEST,LOMBARDIA,MI,3015208,C1QY, ,I625,SEREGNO,B,B1,MI00002800,20,Abitazioni civili,OTTIMO, ,2350,2800,L,7.9,10.4,L,2023_1,Milano,2575.0,9.15
NORD-OVEST,LOMBARDIA,MI,3015208,C1QY, ,I625,SEREGNO,B,B1,MI00002800,20,Abitazioni civili,NORMALE,P,1650,2300,L,5.6,7.8,L,2023_1,Milano,1975.0,6.699999999999999
NORD-OVEST,LOMBARDIA,MI,3015208,C1QY, ,I625,SEREGNO,C,C1,MI00002811,20,Abitazioni civili,OTTIMO, ,2100,2800,L,7.2,9.3,L,2023_1,Milano,2450.0,8.25
NORD-OVEST,LOMBARDIA,MI,3015208,C1QY, ,I625,SEREGNO,C,C1,MI00002811,20,Abitazioni civili,NORMALE,P,1550,2050,L,5.3,7.1,L,2023_1,Milano,1800.0,6.199999999999999
NORD-OVEST,LOMBARDIA,MI,3015208,C1QY, ,I625,SEREGNO,D,D1,MI00003304,20,Abitazioni civili,OTTIMO, ,2250,2800,L,7.6,9.7,L,2023_1,Milano,2525.0,8.649999999999999
NORD-OVEST,LOMBARDIA,MI,3015208,C1QY, ,I625,SEREGNO,D,D1,MI00003304,20,Abitazioni civili,NORMALE,P,1550,2200,L,5.5,7.5,L,2023_1,Milano,1875.0,6.5
NORD-OVEST,LOMBARDIA,MI,3015209,C1RB, ,I690,SESTO SAN GIOVANNI,B,B1,MI00004704,20,Abitazioni civili,OTTIMO, ,2950,3700,L,9.8,12.7,L,2023_1,Milano,3325.0,11.25
NORD-OVEST,LOMBARDIA,MI,3015209,C1RB, ,I690,SESTO SAN GIOVANNI,B,B1,MI00004704,20,Abitazioni civili,NORMALE,P,1900,2900,L,6.5,9.7,L,2023_1,Milano,2400.0,8.1
NORD-OVEST,LOMBARDIA,MI,3015209,C1RB, ,I690,SESTO SAN GIOVANNI,D,D1,MI00004705,20,Abitazioni civili,OTTIMO, ,2350,2900,L,8.1,10.5,L,2023_1,Milano,2625.0,9.3
NORD-OVEST,LOMBARDIA,MI,3015209,C1RB, ,I690,SESTO SAN GIOVANNI,D,D1,MI00004705,20,Abitazioni civili,NORMALE,P,1500,2300,L,5.2,8.0,L,2023_1,Milano,1900.0,6.6
NORD-OVEST,LOMBARDIA,MI,3015210,C1RD, ,I696,SETTALA,B,B1,MI00004706,20,Abitazioni civili,OTTIMO, ,1650,2200,L,6.1,7.5,L,2023_1,Milano,1925.0,6.8
NORD-OVEST,LOMBARDIA,MI,3015210,C1RD, ,I696,SETTALA,B,B1,MI00004706,20,Abitazioni civili,NORMALE,P,1300,1600,L,4.3,6.0,L,2023_1,Milano,1450.0,5.15
NORD-OVEST,LOMBARDIA,MI,3015211,C1RE, ,I700,SETTIMO MILANESE,B,B1,MI00004707,20,Abitazioni civili,OTTIMO,P,2000,2600,L,7.0,9.5,L,2023_1,Milano,2300.0,8.25
NORD-OVEST,LOMBARDIA,MI,3015211,C1RE, ,I700,SETTIMO MILANESE,B,B1,MI00004707,20,Abitazioni civili,NORMALE, ,1500,2000,L,5.4,6.9,L,2023_1,Milano,1750.0,6.15
NORD-OVEST,LOMBARDIA,MI,3015211,C1RE, ,I700,SETTIMO MILANESE,D,D1,MI00004708,20,Abitazioni civili,OTTIMO,P,2200,2750,L,7.3,10.0,L,2023_1,Milano,2475.0,8.65
NORD-OVEST,LOMBARDIA,MI,3015211,C1RE, ,I700,SETTIMO MILANESE,D,D1,MI00004708,20,Abitazioni civili,NORMALE, ,1650,2150,L,5.7,7.2,L,2023_1,Milano,1900.0,6.45
NORD-OVEST,LOMBARDIA,MI,3015212,C1RF, ,I709,SEVESO,B,B1,MI00004387,20,Abitazioni civili,OTTIMO, ,1550,2000,L,6.1,8.2,L,2023_1,Milano,1775.0,7.1499999999999995
NORD-OVEST,LOMBARDIA,MI,3015212,C1RF, ,I709,SEVESO,B,B1,MI00004387,20,Abitazioni civili,NORMALE,P,1050,1550,L,4.1,6.0,L,2023_1,Milano,1300.0,5.05
NORD-OVEST,LOMBARDIA,MI,3015212,C1RF, ,I709,SEVESO,D,D1,MI00002792,20,Abitazioni civili,NORMALE,P,1100,1550,L,4.0,5.4,L,2023_1,Milano,1325.0,4.7
NORD-OVEST,LOMBARDIA,MI,3015212,C1RF, ,I709,SEVESO,D,D1,MI00002792,20,Abitazioni civili,OTTIMO, ,1600,2150,L,5.5,8.0,L,2023_1,Milano,1875.0,6.75
NORD-OVEST,LOMBARDIA,MI,3015213,C1RG, ,I786,SOLARO,B,B1,MI00004709,20,Abitazioni civili,OTTIMO, ,1750,2100,L,6.1,7.9,L,2023_1,Milano,1925.0,7.0
NORD-OVEST,LOMBARDIA,MI,3015213,C1RG, ,I786,SOLARO,B,B1,MI00004709,20,Abitazioni civili,NORMALE,P,1400,1700,L,4.7,6.0,L,2023_1,Milano,1550.0,5.35
NORD-OVEST,LOMBARDIA,MI,3015213,C1RG, ,I786,SOLARO,D,D1,MI00004710,20,Abitazioni civili,OTTIMO, ,1500,1850,L,5.4,6.5,L,2023_1,Milano,1675.0,5.95
NORD-OVEST,LOMBARDIA,MI,3015213,C1RG, ,I786,SOLARO,D,D1,MI00004710,20,Abitazioni civili,NORMALE,P,1150,1450,L,3.8,5.3,L,2023_1,Milano,1300.0,4.55
NORD-OVEST,LOMBARDIA,MI,3015216,C1RM, ,I878,SOVICO,B,B1,MI00004460,20,Abitazioni civili,OTTIMO, ,1650,2100,L,5.7,8.5,L,2023_1,Milano,1875.0,7.1
NORD-OVEST,LOMBARDIA,MI,3015216,C1RM, ,I878,SOVICO,B,B1,MI00004460,20,Abitazioni civili,NORMALE,P,1150,1600,L,3.5,5.6,L,2023_1,Milano,1375.0,4.55
NORD-OVEST,LOMBARDIA,MI,3015217,C1RN, ,I998,SULBIATE,B,B1,MI00004461,20,Abitazioni civili,OTTIMO, ,1650,2000,L,6.1,7.8,L,2023_1,Milano,1825.0,6.949999999999999
NORD-OVEST,LOMBARDIA,MI,3015217,C1RN, ,I998,SULBIATE,B,B1,MI00004461,20,Abitazioni civili,NORMALE,P,1300,1600,L,4.7,6.0,L,2023_1,Milano,1450.0,5.35
NORD-OVEST,LOMBARDIA,MI,3015219,C1SA, ,L408,TREZZANO ROSA,B,B1,MI00004713,20,Abitazioni civili,OTTIMO, ,1500,1800,L,5.8,8.0,L,2023_1,Milano,1650.0,6.9
NORD-OVEST,LOMBARDIA,MI,3015219,C1SA, ,L408,TREZZANO ROSA,B,B1,MI00004713,20,Abitazioni civili,NORMALE,P,1050,1450,L,4.2,5.7,L,2023_1,Milano,1250.0,4.95
NORD-OVEST,LOMBARDIA,MI,3015220,C1SB, ,L409,TREZZANO SUL NAVIGLIO,B,B1,MI00004331,20,Abitazioni civili,OTTIMO, ,1950,2750,L,6.8,10.6,L,2023_1,Milano,2350.0,8.7
NORD-OVEST,LOMBARDIA,MI,3015220,C1SB, ,L409,TREZZANO SUL NAVIGLIO,B,B1,MI00004331,20,Abitazioni civili,NORMALE,P,1450,1900,L,5.4,6.7,L,2023_1,Milano,1675.0,6.050000000000001
NORD-OVEST,LOMBARDIA,MI,3015220,C1SB, ,L409,TREZZANO SUL NAVIGLIO,D,D1,MI00004715,20,Abitazioni civili,OTTIMO, ,1850,2650,L,6.4,9.5,L,2023_1,Milano,2250.0,7.95
NORD-OVEST,LOMBARDIA,MI,3015220,C1SB, ,L409,TREZZANO SUL NAVIGLIO,D,D1,MI00004715,20,Abitazioni civili,NORMALE,P,1300,1800,L,4.4,6.3,L,2023_1,Milano,1550.0,5.35
