Quotazioni Immobiliari : Valori di Mercato - Semestre 2025/1 - elaborazione del 05-MAR-26
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D19;FI00001184;21;Abitazioni di tipo economico;NORMALE;P;1550;2200;L;5,2;7,3;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D19;FI00001184;13;Box;NORMALE;P;1300;1900;L;5,1;7,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D19;FI00001184;1;Ville e Villini;NORMALE;P;2700;3500;L;8,3;10,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D19;FI00001184;9;Magazzini;NORMALE;P;700;1350;L;3,4;6,5;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D19;FI00001184;5;Negozi;NORMALE;P;1200;2400;L;5,6;11,2;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D19;FI00001184;6;Uffici;NORMALE;P;1450;2500;L;5,6;9,6;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D19;FI00001184;7;Capannoni tipici;NORMALE;P;650;1300;L;2,8;5,5;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D19;FI00001184;10;Laboratori;NORMALE;P;700;1400;L;3,4;6,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D20;FI00001195;20;Abitazioni civili;NORMALE;P;2300;2800;L;9,6;11,7;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D20;FI00001195;21;Abitazioni di tipo economico;NORMALE;P;1800;2400;L;6,5;8,6;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D20;FI00001195;13;Box;NORMALE;P;1350;2000;L;5,2;7,7;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D20;FI00001195;9;Magazzini;NORMALE;P;650;1300;L;3,1;6,2;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D20;FI00001195;5;Negozi;NORMALE;P;1200;2350;L;5,5;10,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D20;FI00001195;6;Uffici;NORMALE;P;1600;2500;L;6,1;9,6;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D20;FI00001195;10;Laboratori;NORMALE;P;600;1200;L;2,9;5,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D21;FI00010563;20;Abitazioni civili;NORMALE;P;2150;2800;L;7;9,1;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D21;FI00010563;21;Abitazioni di tipo economico;NORMALE;P;1800;2400;L;6;8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D21;FI00010563;13;Box;NORMALE;P;1300;1950;L;5;7,5;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D21;FI00010563;9;Magazzini;NORMALE;P;700;1400;L;3,4;6,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D21;FI00010563;5;Negozi;NORMALE;P;1200;2400;L;5,3;10,6;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D21;FI00010563;6;Uffici;NORMALE;P;1200;2300;L;4,3;8,2;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D21;FI00010563;7;Capannoni tipici;NORMALE;P;750;1300;L;3,3;5,7;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D21;FI00010563;10;Laboratori;NORMALE;P;800;1400;L;3,9;6,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D22;FI00010573;20;Abitazioni civili;NORMALE;P;2300;3000;L;7,5;9,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D22;FI00010573;21;Abitazioni di tipo economico;NORMALE;P;1750;2400;L;5,8;8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D22;FI00010573;13;Box;NORMALE;P;1200;1800;L;4,6;6,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D22;FI00010573;9;Magazzini;NORMALE;P;750;1350;L;3,6;6,5;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D22;FI00010573;5;Negozi;NORMALE;P;1300;2450;L;5,7;10,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D22;FI00010573;7;Capannoni tipici;NORMALE;P;750;1300;L;3,3;5,7;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D22;FI00010573;10;Laboratori;NORMALE;P;800;1400;L;3,9;6,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D23;FI00010607;20;Abitazioni civili;NORMALE;P;2800;4000;L;7,9;11,3;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D23;FI00010607;21;Abitazioni di tipo economico;NORMALE;P;2300;3000;L;6,3;8,3;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D23;FI00010607;13;Box;NORMALE;P;2200;3200;L;7,7;11,2;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D23;FI00010607;1;Ville e Villini;NORMALE;P;3300;4900;L;10,7;15,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D24;FI00012050;20;Abitazioni civili;NORMALE;P;2450;3300;L;6,9;9,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D24;FI00012050;21;Abitazioni di tipo economico;NORMALE;P;1950;2650;L;6;8,2;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D24;FI00012050;13;Box;NORMALE;P;1700;2500;L;6,4;9,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D24;FI00012050;1;Ville e Villini;NORMALE;P;2700;3700;L;8,3;11,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D24;FI00012050;9;Magazzini;NORMALE;P;700;1400;L;3,5;7;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D24;FI00012050;5;Negozi;NORMALE;P;1350;2600;L;5,9;11,3;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D3;FI00000234;20;Abitazioni civili;NORMALE;P;2100;2900;L;6,5;8,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D3;FI00000234;21;Abitazioni di tipo economico;NORMALE;P;1800;2500;L;5,9;8,1;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D3;FI00000234;13;Box;NORMALE;P;1500;2200;L;5,8;8,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D3;FI00000234;1;Ville e Villini;NORMALE;P;2900;3800;L;9,2;12;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D3;FI00000234;9;Magazzini;NORMALE;P;600;1200;L;2,9;5,7;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D3;FI00000234;5;Negozi;NORMALE;P;1200;2400;L;5,4;10,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D3;FI00000234;10;Laboratori;NORMALE;P;800;1500;L;3,8;7,1;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D6;FI00000237;20;Abitazioni civili;NORMALE;P;1800;2400;L;6;8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D6;FI00000237;21;Abitazioni di tipo economico;NORMALE;P;1550;2100;L;5,2;7;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D6;FI00000237;13;Box;NORMALE;P;1100;1650;L;4,4;6,6;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D6;FI00000237;1;Ville e Villini;NORMALE;P;2200;2900;L;6,8;8,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D6;FI00000237;9;Magazzini;NORMALE;P;700;1200;L;3,4;5,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D6;FI00000237;5;Negozi;NORMALE;P;1100;2100;L;5,1;9,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D6;FI00000237;6;Uffici;NORMALE;P;1300;2000;L;4,8;7,3;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D6;FI00000237;10;Laboratori;NORMALE;P;750;1400;L;3,6;6,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;20;Abitazioni civili;NORMALE;P;1750;2400;L;6,6;9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;21;Abitazioni di tipo economico;NORMALE;P;1400;1900;L;5;6,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;13;Box;NORMALE;P;1100;1600;L;4,7;6,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;1;Ville e Villini;NORMALE;P;2200;3100;L;6,8;9,6;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;9;Magazzini;NORMALE;P;650;1250;L;3,1;5,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;5;Negozi;NORMALE;P;1000;2000;L;4,5;9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;6;Uffici;NORMALE;P;1300;2300;L;4,8;8,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;8;Capannoni industriali;NORMALE;P;600;1200;L;2,7;5,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;7;Capannoni tipici;NORMALE;P;650;1200;L;2,9;5,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;D;D7;FI00000238;10;Laboratori;NORMALE;P;800;1550;L;3,8;7,4;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;E;E1;FI00000244;20;Abitazioni civili;NORMALE;P;2000;2850;L;8,5;12,1;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;E;E1;FI00000244;21;Abitazioni di tipo economico;NORMALE;P;1700;2200;L;5,4;7;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;E;E1;FI00000244;13;Box;NORMALE;P;1200;1800;L;4,2;6,3;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;E;E1;FI00000244;1;Ville e Villini;NORMALE;P;2350;3200;L;7,2;9,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;E;E1;FI00000244;9;Magazzini;NORMALE;P;700;1350;L;3,4;6,5;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;E;E1;FI00000244;5;Negozi;NORMALE;P;1200;2400;L;5,6;11,2;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;E;E1;FI00000244;10;Laboratori;NORMALE;P;700;1400;L;3,4;6,8;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;R;R1;FI00010606;20;Abitazioni civili;NORMALE;P;2250;3300;L;6,8;9,9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;R;R1;FI00010606;21;Abitazioni di tipo economico;NORMALE;P;1850;2750;L;5,7;8,5;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;R;R1;FI00010606;13;Box;NORMALE;P;1600;2400;L;6;9;L;
CENTRO;TOSCANA;FI;9048017;I1AA; ;D612;FIRENZE;R;R1;FI00010606;1;Ville e Villini;NORMALE;P;3100;4600;L;9,6;14,2;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;B;B1;FI00000575;20;Abitazioni civili;NORMALE;P;2200;3300;L;6,1;9,1;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;B;B1;FI00000575;21;Abitazioni di tipo economico;NORMALE;P;1950;2550;L;5,7;7,4;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;B;B1;FI00000575;13;Box;NORMALE;P;1200;1800;L;4,2;6,3;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;B;B1;FI00000575;1;Ville e Villini;NORMALE;P;2500;3400;L;7,5;10,2;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;B;B1;FI00000575;9;Magazzini;NORMALE;P;650;1250;L;3,2;6,1;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;B;B1;FI00000575;5;Negozi;NORMALE;P;1400;2500;L;5,6;10;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;B;B1;FI00000575;6;Uffici;NORMALE;P;1600;2500;L;5,3;8,3;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;B;B1;FI00000575;10;Laboratori;NORMALE;P;700;1250;L;3,4;6;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;D;D4;FI00001659;20;Abitazioni civili;NORMALE;P;2150;2950;L;6,3;8,6;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;D;D4;FI00001659;1;Ville e Villini;NORMALE;P;2700;3800;L;8,3;11,7;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;20;Abitazioni civili;NORMALE;P;1950;2650;L;5,7;7,7;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;21;Abitazioni di tipo economico;NORMALE;P;1700;2400;L;4,8;6,8;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;13;Box;NORMALE;P;1150;1700;L;4,5;6,7;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;1;Ville e Villini;NORMALE;P;2550;3300;L;7,4;9,6;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;9;Magazzini;NORMALE;P;650;1200;L;3,1;5,7;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;5;Negozi;NORMALE;P;1350;2400;L;5,3;9,4;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;6;Uffici;NORMALE;P;1400;2450;L;4,6;8;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;8;Capannoni industriali;NORMALE;P;500;900;L;2,3;4,1;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;7;Capannoni tipici;NORMALE;P;550;900;L;2,5;4,1;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E4;FI00001655;10;Laboratori;NORMALE;P;600;1000;L;3;5;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E5;FI00001657;20;Abitazioni civili;NORMALE;P;1800;2550;L;5,4;7,7;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E5;FI00001657;1;Ville e Villini;NORMALE;P;2100;3000;L;6,1;8,8;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E5;FI00001657;9;Magazzini;NORMALE;P;550;1100;L;2,8;5,6;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E5;FI00001657;8;Capannoni industriali;NORMALE;P;500;850;L;2,2;3,8;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E5;FI00001657;7;Capannoni tipici;NORMALE;P;550;900;L;2,5;4,1;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;E;E5;FI00001657;10;Laboratori;NORMALE;P;550;1000;L;3;5,4;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;R;R1;FI00001660;20;Abitazioni civili;NORMALE;P;1750;2600;L;4,8;7,2;L;
CENTRO;TOSCANA;FI;9048001;I1AB; ;A564;BAGNO A RIPOLI;R;R1;FI00001660;1;Ville e Villini;NORMALE;P;2100;3000;L;6;8,5;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;B;B1;FI00000777;20;Abitazioni civili;NORMALE;P;1250;1850;L;4;5,9;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;B;B1;FI00000777;21;Abitazioni di tipo economico;NORMALE;P;1000;1500;L;3,2;4,8;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;B;B1;FI00000777;13;Box;NORMALE;P;700;1050;L;2,8;4,2;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;B;B1;FI00000777;1;Ville e Villini;NORMALE;P;1600;2250;L;4,7;6,6;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;B;B1;FI00000777;9;Magazzini;NORMALE;P;450;850;L;2,2;4,2;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;B;B1;FI00000777;5;Negozi;NORMALE;P;1000;1700;L;4,1;6,9;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;B;B1;FI00000777;6;Uffici;NORMALE;P;850;1650;L;2,9;5,6;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;B;B1;FI00000777;10;Laboratori;NORMALE;P;500;850;L;2,5;4,2;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;20;Abitazioni civili;NORMALE;P;1300;1900;L;4,3;6,3;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;13;Box;NORMALE;P;650;850;L;2,5;3,3;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;1;Ville e Villini;NORMALE;P;1750;2300;L;5,3;6,9;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;9;Magazzini;NORMALE;P;450;850;L;2,2;4,2;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;5;Negozi;NORMALE;P;1000;1600;L;4,1;6,5;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;6;Uffici;NORMALE;P;850;1650;L;3;5,8;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;8;Capannoni industriali;NORMALE;P;450;750;L;2;3,3;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;7;Capannoni tipici;NORMALE;P;450;800;L;2,1;3,7;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;D;D2;FI00001595;10;Laboratori;NORMALE;P;450;850;L;2,2;4,2;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;E;E2;FI00001454;20;Abitazioni civili;NORMALE;P;1100;1500;L;3,7;5;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;E;E2;FI00001454;21;Abitazioni di tipo economico;NORMALE;P;800;1150;L;2,7;3,8;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;E;E2;FI00001454;13;Box;NORMALE;P;550;750;L;2,1;2,9;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;E;E2;FI00001454;1;Ville e Villini;NORMALE;P;1500;1950;L;4,8;6,2;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;E;E2;FI00001454;5;Negozi;NORMALE;P;850;1550;L;3,3;6,1;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;R;R2;FI00001452;20;Abitazioni civili;NORMALE;P;1000;1500;L;3,3;4,9;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;R;R2;FI00001452;13;Box;NORMALE;P;450;650;L;1,8;2,6;L;
CENTRO;TOSCANA;FI;9048002;I1AC; ;A632;BARBERINO DI MUGELLO;R;R2;FI00001452;1;Ville e Villini;NORMALE;P;1450;2100;L;4,5;6,5;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;B;B2;FI00001435;20;Abitazioni civili;NORMALE;P;1350;1950;L;4,3;6,2;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;B;B2;FI00001435;21;Abitazioni di tipo economico;NORMALE;P;1000;1500;L;3,1;4,6;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;B;B2;FI00001435;13;Box;NORMALE;P;850;1250;L;3,8;5,5;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;B;B2;FI00001435;1;Ville e Villini;NORMALE;P;1650;2350;L;4,8;6,9;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;B;B2;FI00001435;9;Magazzini;NORMALE;P;550;1000;L;2,8;5,1;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;B;B2;FI00001435;5;Negozi;NORMALE;P;950;1550;L;3,9;6,3;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;B;B2;FI00001435;6;Uffici;NORMALE;P;900;1650;L;3,3;6,1;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;B;B2;FI00001435;10;Laboratori;NORMALE;P;500;850;L;2,4;4,1;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E3;FI00001436;20;Abitazioni civili;NORMALE;P;1150;1650;L;3,8;5,5;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E3;FI00001436;21;Abitazioni di tipo economico;NORMALE;P;800;1200;L;2,6;3,9;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E3;FI00001436;13;Box;NORMALE;P;700;1000;L;2,7;3,8;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E3;FI00001436;1;Ville e Villini;NORMALE;P;1500;2200;L;4,5;6,6;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E3;FI00001436;9;Magazzini;NORMALE;P;400;800;L;1,9;3,8;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E3;FI00001436;5;Negozi;NORMALE;P;800;1500;L;3;5,6;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E4;FI00001437;20;Abitazioni civili;NORMALE;P;1250;1700;L;4,1;5,5;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E4;FI00001437;21;Abitazioni di tipo economico;NORMALE;P;900;1350;L;3;4,5;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E4;FI00001437;13;Box;NORMALE;P;600;900;L;2,4;3,6;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E4;FI00001437;1;Ville e Villini;NORMALE;P;1450;2150;L;4,4;6,5;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E4;FI00001437;9;Magazzini;NORMALE;P;400;800;L;1,9;3,8;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E4;FI00001437;5;Negozi;NORMALE;P;800;1500;L;3;5,6;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;E;E4;FI00001437;10;Laboratori;NORMALE;P;400;800;L;2;4;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R1;FI00001438;20;Abitazioni civili;NORMALE;P;1250;1850;L;4,1;6;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R1;FI00001438;21;Abitazioni di tipo economico;NORMALE;P;900;1350;L;2,9;4,3;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R1;FI00001438;13;Box;NORMALE;P;650;900;L;2,5;3,5;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R1;FI00001438;1;Ville e Villini;NORMALE;P;1550;2100;L;4,7;6,3;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R1;FI00001438;9;Magazzini;NORMALE;P;400;800;L;2;4;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R1;FI00001438;7;Capannoni tipici;NORMALE;P;400;800;L;1,5;3;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R1;FI00001438;10;Laboratori;NORMALE;P;400;800;L;2;4;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R2;FI00001440;20;Abitazioni civili;NORMALE;P;1100;1600;L;3,5;5,1;L;
CENTRO;TOSCANA;FI;9048004;I1AE; ;B036;BORGO SAN LORENZO;R;R2;FI00001440;21;Abitazioni di tipo economico;NORMALE;P;900;1250;L;3,1;4,3;L;
